URL,CSV,Job Title,Location,Job number,Work site,Travel,Role type,Profession,Discipline,Employment type,Overview,Qualifications,Responsibilities
https://jobs.careers.microsoft.com/global/en/job/1743732/Principal-Supply-Chain-Program-Manager,'010,Principal Supply Chain Program Manager,"Austin, Texas, United States+ 2 more locations",1743732,Up to 50% work from home,0-25 %,Individual Contributor,Supply Chain,Supply Planning,Full-Time,"Microsoft’s Cloud business is expanding, and the Cloud Supply Chain (CSCP) organization is responsible for enabling the infrastructure underlying this growth including AI! CSCP’s vision is to empower customers to achieve more by delivering Cloud Capacity Differentiated at Scale. Our mission is to deliver capacity for all cloud services predictably through intelligent systems driven by continuous learning and a world class organization. The CSCP Organization is responsible for traditional supply chain functions such as Plan, Source, Make, Deliver, but also manages supportability (spares), decommissioning and disposition of Data center assets worldwide. We deliver the core infrastructure and foundational technologies for Microsoft's over 200 online businesses including Bing, MSN, Office 365, Xbox Live, Skype, OneDrive and the Microsoft Azure platform for external customers. Our infrastructure is comprised of a large global portfolio of more than 200 datacenters supporting services for more than 1 billion customers in over 90 countries worldwide.
 
Cloud Sourcing, Spares, Sustainability & Security (CS4) organization within CSCP manages sourcing and supply of IT hardware for the data centers. We're seeking an experienced Principal Supply Chain Program Manager to join our team. Well-defined and executed sourcing and supply chain management ensures reliable on-time performance, optimized cost, prevents urgent and unplanned investments, and provides accurate and timely information across the supply base and internally across the infrastructure organization. Our focus is on smart growth, high efficiency, and delivering a trusted experience to customers and partners worldwide. We are looking for a passionate, high energy, technical supply chain professional to help build sustainable advantages through the supply chain.
 ","Required Qualifications
 
Bachelor's Degree in Engineering, Industrial Engineering, Supply Chain Management, Operations Management, Supply Chain Analytics, or related field AND 6+ years supply planning, operations, supply chain, indirect supply planning, technology-related supply chain, sourcing and manufacturing, or related experience 
OR Master's Degree in Engineering, Industrial Engineering, Business, Supply Chain Management, Operations Management, Supply Chain Analytics, or related field AND 4 + years supply planning, operations, supply chain, indirect supply planning, technology-related supply chain, sourcing and manufacturing, or related experience 
OR equivalent experience 
5+ years of experience in strategic sourcing, supply chain management, or a related role.
5+ years of experience with financial modeling and cost analysis.
 
Other Requirements:
Ability to meet Microsoft, customer and/or government security screening requirements are required for this role. These requirements include but are not limited to the following specialized security screenings: Microsoft Cloud Background Check: This position will be required to pass the Microsoft Cloud background check upon hire/transfer and every two years thereafter.
 
 
Preferred Qualifications
Good negotiation and contract management skills.
Good analytical skills with proficiency in data analysis tools (e.g., Excel, Power BI, SQL)
Communication and interpersonal skills, with the ability to influence stakeholders at all levels. 
Experience with ERP systems (e.g., SAP, Oracle) and sourcing tools. 
Ability to work independently and manage multiple projects in a fast-paced environment.
 
Supply Planning IC6 - The typical base pay range for this role across the U.S. is USD $129,200 - $273,400 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $162,000 - $299,400 per year.
Certain roles may be eligible for benefits and other compensation. Find additional benefits and pay information here: https://careers.microsoft.com/us/en/us-corporate-pay 
Microsoft will accept applications for the role until July 29, 2024. 
 
 
 
#ahsi #SHPE24MSFT #CSCP #cscpjobs
 ","Strategic Sourcing & Supplier Management:
Develop and implement sourcing strategies that align with Microsoft’s business objectives.
 Identify, evaluate, and negotiate with suppliers to ensure optimal pricing, quality, and delivery. 
Manage supplier relationships to foster collaboration and drive continuous improvement.
 Financial Analysis & Optimization: 
Conduct detailed financial analysis to identify cost-saving opportunities and optimize supply chain costs. 
Analyze supplier financials to assess risk and ensure financial stability. 
Develop and maintain cost models to support strategic sourcing decisions. 
Data Analysis & Reporting: 
Utilize advanced analytical tools and techniques to analyze large datasets and generate actionable insights. 
Develop and maintain dashboards and reports to track key performance indicators (KPIs) and measure sourcing effectiveness. 
Provide regular updates to senior management on sourcing strategies, cost savings, and supplier performance. 
Cross-functional Collaboration: 
Work closely with internal stakeholders, including procurement, finance, operations, and product teams, to align sourcing strategies with business goals. 
Lead cross-functional teams to execute sourcing projects and initiatives. 
Participate in supplier audits and assessments to ensure compliance with Microsoft’s standards and requirements. 
Market Research & Industry Trends: 
Stay abreast of industry trends, market conditions, and emerging technologies to inform sourcing strategies. 
Conduct market research to identify new sourcing opportunities and benchmark against industry best practices. 
Provide strategic recommendations based on market intelligence and competitive analysis.
 "
